Invoice,Date,StockCode,CustomerID,Country,Quantity,Price,ReturnValue
C513994,2010-06-30,21747,16754,United Kingdom,-108,1.06,114.48
C513994,2010-06-30,21749,16754,United Kingdom,-720,1.85,1332.0
C513997,2010-06-30,79029,14329,United Kingdom,-1,1.95,1.95
C513997,2010-06-30,22470,14329,United Kingdom,-1,2.95,2.95
C513999,2010-06-30,22386,14211,United Kingdom,-3,1.95,5.85
C513999,2010-06-30,22457,14211,United Kingdom,-4,2.95,11.8
C514000,2010-06-30,82551,17696,United Kingdom,-2,1.25,2.5
C514000,2010-06-30,37447,17696,United Kingdom,-1,1.49,1.49
C514001,2010-06-30,22197,16401,United Kingdom,-2,0.85,1.7
C514003,2010-06-30,85063,16860,United Kingdom,-1,16.95,16.95
C514006,2010-06-30,84689,15255,United Kingdom,-2,5.95,11.9
C514006,2010-06-30,84686,15255,United Kingdom,-2,4.25,8.5
C514007,2010-06-30,21531,13611,United Kingdom,-1,2.55,2.55
C514010,2010-06-30,79323W,14738,United Kingdom,-5,6.75,33.75
C514011,2010-06-30,22320,14911,Ireland,-3,5.95,17.85
C514011,2010-06-30,22325,14911,Ireland,-3,4.95,14.85
C514011,2010-06-30,22138,14911,Ireland,-9,4.95,44.55
C514012,2010-06-30,22061,17115,United Kingdom,-1,9.95,9.95
C514014,2010-06-30,15056N,15039,United Kingdom,-1,4.95,4.95
C514020,2010-06-30,79323B,16104,United Kingdom,-4,6.75,27.0
C514020,2010-06-30,79323G,16104,United Kingdom,-4,6.75,27.0
C514020,2010-06-30,79323LP,16104,United Kingdom,-4,6.75,27.0
C514020,2010-06-30,79323S,16104,United Kingdom,-4,6.75,27.0
C514020,2010-06-30,79323W,16104,United Kingdom,-4,6.75,27.0
C514025,2010-06-30,82483,14732,United Kingdom,-1,5.95,5.95
C514031,2010-06-30,22061,14156,Ireland,-4,8.5,34.0
C514031,2010-06-30,22646,14156,Ireland,-4,1.45,5.8
C514052,2010-06-30,79192A,13097,United Kingdom,-8,1.25,10.0
C514052,2010-06-30,35004C,13097,United Kingdom,-1,4.65,4.65
C514060,2010-06-30,21647,14555,United Kingdom,-2,2.1,4.2
C514060,2010-06-30,85042,14555,United Kingdom,-1,4.95,4.95
C514093,2010-06-30,22514,14606,United Kingdom,-1,2.1,2.1
C514093,2010-06-30,85040A,14606,United Kingdom,-1,1.65,1.65
C514094,2010-06-30,21313,14648,United Kingdom,-12,0.85,10.2
C514094,2010-06-30,22457,14648,United Kingdom,-2,2.95,5.9
C514094,2010-06-30,22469,14648,United Kingdom,-3,1.65,4.95
C514094,2010-06-30,22470,14648,United Kingdom,-3,2.95,8.85
C514094,2010-06-30,85123A,14648,United Kingdom,-4,2.95,11.8
C514095,2010-06-30,20686,12770,Japan,-1,2.75,2.75
C514095,2010-06-30,20684,12770,Japan,-5,2.75,13.75
C514095,2010-06-30,20681,12770,Japan,-2,2.75,5.5
C514095,2010-06-30,20682,12770,Japan,-12,2.75,33.0
C514135,2010-06-30,22636,18061,United Kingdom,-1,8.5,8.5
C514139,2010-06-30,79323W,17611,United Kingdom,-13,6.75,87.75
C514142,2010-06-30,22486,14492,United Kingdom,-4,12.75,51.0
C514143,2010-06-30,21340,13015,United Kingdom,-3,12.75,38.25
C514143,2010-06-30,22360,13015,United Kingdom,-1,2.95,2.95
C514143,2010-06-30,22361,13015,United Kingdom,-1,2.95,2.95
C514143,2010-06-30,22402,13015,United Kingdom,-2,1.25,2.5
C514144,2010-06-30,21589,17512,United Kingdom,-12,2.55,30.6
C514145,2010-06-30,22221,13920,United Kingdom,-2,9.95,19.9
C514145,2010-06-30,22220,13920,United Kingdom,-2,9.95,19.9
C514146,2010-06-30,22606,15639,United Kingdom,-1,12.75,12.75
C514146,2010-06-30,22064,15639,United Kingdom,-4,1.65,6.6
C514147,2010-06-30,21844,17692,United Kingdom,-2,2.95,5.9
C514148,2010-06-30,22139,15750,United Kingdom,-1,4.95,4.95
C514148,2010-06-30,21381,15750,United Kingdom,-1,1.69,1.69
C514149,2010-06-30,22218,14256,United Kingdom,-2,4.25,8.5
C514150,2010-06-30,84755,13295,United Kingdom,-16,0.65,10.4
C514151,2010-06-30,84461,17588,United Kingdom,-5,2.55,12.75
C514153,2010-06-30,79323W,17342,United Kingdom,-2,6.75,13.5
C514154,2010-06-30,85042,13750,United Kingdom,-3,4.95,14.85
C514159,2010-06-30,85178,12874,Belgium,-12,1.25,15.0
C514162,2010-06-30,79323LP,16283,United Kingdom,-1,6.75,6.75
C514162,2010-06-30,79323P,16283,United Kingdom,-2,5.95,11.9
C514162,2010-06-30,22355,16283,United Kingdom,-1,0.85,0.85
C514162,2010-06-30,79323B,16283,United Kingdom,-1,6.75,6.75
C514162,2010-06-30,75049L,16283,United Kingdom,-2,1.25,2.5
C514162,2010-06-30,79323W,16283,United Kingdom,-1,6.75,6.75
C514202,2010-06-30,22363,13662,United Kingdom,-3,2.95,8.85
C514202,2010-06-30,22361,13662,United Kingdom,-4,2.95,11.8
C514202,2010-06-30,22456,13662,United Kingdom,-1,4.25,4.25
C514202,2010-06-30,35004C,13662,United Kingdom,-1,5.45,5.45
C514213,2010-06-30,79029,14835,United Kingdom,-2,1.95,3.9
C514214,2010-06-30,22073,17096,United Kingdom,-2,3.75,7.5
C514215,2010-06-30,85135A,13778,United Kingdom,-1,7.95,7.95
C514216,2010-06-30,21844,17593,United Kingdom,-1,2.95,2.95
C514216,2010-06-30,22073,17593,United Kingdom,-1,3.75,3.75
C514216,2010-06-30,22406,17593,United Kingdom,-1,1.25,1.25
C514216,2010-06-30,22059,17593,United Kingdom,-2,1.49,2.98
C514216,2010-06-30,22056,17593,United Kingdom,-1,1.49,1.49
C514223,2010-07-01,22468,12431,Australia,-4,6.75,27.0
C514229,2010-07-01,85099B,15581,United Kingdom,-10,1.95,19.5
C514229,2010-07-01,15058C,15581,United Kingdom,-2,7.95,15.9
C514229,2010-07-01,15058B,15581,United Kingdom,-2,7.95,15.9
C514229,2010-07-01,15058A,15581,United Kingdom,-2,7.95,15.9
C514273,2010-07-01,22131,14451,United Kingdom,-2,1.95,3.9
C514309,2010-07-01,15056N,13503,United Kingdom,-1,5.95,5.95
C514309,2010-07-01,22466,13503,United Kingdom,-3,1.95,5.85
C514309,2010-07-01,20703,13503,United Kingdom,-2,4.25,8.5
C514315,2010-07-01,22710,14755,United Kingdom,-25,0.42,10.5
C514340,2010-07-01,22107,14527,United Kingdom,-1,3.75,3.75
C514340,2010-07-01,22109,14527,United Kingdom,-1,3.75,3.75
C514340,2010-07-01,21706,14527,United Kingdom,-1,4.95,4.95
C514340,2010-07-01,37500,14527,United Kingdom,-2,8.49,16.98
C514340,2010-07-01,21185,14527,United Kingdom,-1,6.35,6.35
C514340,2010-07-01,84406B,14527,United Kingdom,-2,2.55,5.1
C514340,2010-07-01,47568,14527,United Kingdom,-1,2.1,2.1
C514340,2010-07-01,47559B,14527,United Kingdom,-1,1.25,1.25
C514340,2010-07-01,84596K,14527,United Kingdom,-1,1.25,1.25
C514340,2010-07-01,84596J,14527,United Kingdom,-6,1.25,7.5
C514340,2010-07-01,21889,14527,United Kingdom,-1,1.25,1.25
C514340,2010-07-01,21175,14527,United Kingdom,-1,2.1,2.1
C514340,2010-07-01,21166,14527,United Kingdom,-2,1.95,3.9
C514340,2010-07-01,21527,14527,United Kingdom,-1,6.95,6.95
C514340,2010-07-01,22309,14527,United Kingdom,-2,2.55,5.1
C514340,2010-07-01,22308,14527,United Kingdom,-2,2.55,5.1
C514340,2010-07-01,21536,14527,United Kingdom,-1,2.1,2.1
C514340,2010-07-01,37509,14527,United Kingdom,-1,2.55,2.55
C514340,2010-07-01,21529,14527,United Kingdom,-2,3.45,6.9
C514340,2010-07-01,84926C,14527,United Kingdom,-6,1.25,7.5
C514340,2010-07-01,21535,14527,United Kingdom,-1,2.55,2.55
C514340,2010-07-01,21160,14527,United Kingdom,-1,1.45,1.45
C514340,2010-07-01,21158,14527,United Kingdom,-1,1.45,1.45
C514340,2010-07-01,21159,14527,United Kingdom,-1,1.45,1.45
C514340,2010-07-01,84510F,14527,United Kingdom,-2,1.25,2.5
C514340,2010-07-01,84510B,14527,United Kingdom,-2,1.25,2.5
C514341,2010-07-01,22059,17578,United Kingdom,-2,1.49,2.98
C514341,2010-07-01,22138,17578,United Kingdom,-3,4.95,14.85
C514361,2010-07-01,22427,13969,United Kingdom,-1,5.95,5.95
C514368,2010-07-01,84849D,15015,United Kingdom,-2,1.69,3.38
C514381,2010-07-02,22138,13425,United Kingdom,-3,4.95,14.85
C514382,2010-07-02,22646,12779,Poland,-1,1.45,1.45
C514384,2010-07-02,85123A,16923,United Kingdom,-1,2.95,2.95
C514385,2010-07-02,22617,18053,United Kingdom,-3,4.95,14.85
C514390,2010-07-02,21427,17841,United Kingdom,-1,2.1,2.1
C514390,2010-07-02,37449,17841,United Kingdom,-1,9.95,9.95
C514390,2010-07-02,85124A,17841,United Kingdom,-1,2.55,2.55
C514390,2010-07-02,22138,17841,United Kingdom,-1,4.95,4.95
C514390,2010-07-02,20754,17841,United Kingdom,-1,2.1,2.1
C514392,2010-07-02,22149,16571,United Kingdom,-6,2.1,12.6
C514392,2010-07-02,22138,16571,United Kingdom,-3,4.95,14.85
C514392,2010-07-02,22550,16571,United Kingdom,-1,3.75,3.75
C514417,2010-07-02,21232,17578,United Kingdom,-3,1.25,3.75
C514417,2010-07-02,22064,17578,United Kingdom,-2,1.65,3.3
C514489,2010-07-02,22618,12409,Switzerland,-12,8.49,101.88
C514501,2010-07-04,21527,13782,United Kingdom,-1,7.95,7.95
C514522,2010-07-05,22558,12529,France,-1,1.25,1.25
C514522,2010-07-05,21529,12529,France,-1,3.45,3.45
C514526,2010-07-05,22520,15430,United Kingdom,-1,0.85,0.85
C514526,2010-07-05,22618,15430,United Kingdom,-4,9.95,39.8
C514526,2010-07-05,21116,15430,United Kingdom,-1,4.95,4.95
C514526,2010-07-05,84997C,15430,United Kingdom,-1,3.75,3.75
C514526,2010-07-05,22551,15430,United Kingdom,-1,1.65,1.65
C514528,2010-07-05,85232B,12708,Germany,-3,4.95,14.85
C514535,2010-07-05,21832,13861,United Kingdom,-3,1.65,4.95
C514535,2010-07-05,22215,13861,United Kingdom,-2,8.5,17.0
C514536,2010-07-05,22634,13152,United Kingdom,-1,9.95,9.95
C514538,2010-07-05,72750B,16835,United Kingdom,-8,1.95,15.6
C514538,2010-07-05,79029,16835,United Kingdom,-2,1.95,3.9
C514539,2010-07-05,21232,18217,United Kingdom,-14,1.06,14.84
C514539,2010-07-05,22649,18217,United Kingdom,-1,4.95,4.95
C514541,2010-07-05,85068,14217,United Kingdom,-1,7.95,7.95
C514543,2010-07-05,22567,17380,United Kingdom,-1,1.25,1.25
C514547,2010-07-05,22618,16161,United Kingdom,-1,9.95,9.95
C514547,2010-07-05,22487,16161,United Kingdom,-4,8.5,34.0
C514546,2010-07-05,85123A,15628,United Kingdom,-6,2.95,17.7
C514548,2010-07-05,22617,13299,United Kingdom,-3,4.95,14.85
C514548,2010-07-05,22138,13299,United Kingdom,-3,4.95,14.85
C514549,2010-07-05,22421,16684,United Kingdom,-5,0.36,1.8
C514549,2010-07-05,22419,16684,United Kingdom,-1,0.36,0.36
C514549,2010-07-05,21314,16684,United Kingdom,-24,1.85,44.4
C514549,2010-07-05,22361,16684,United Kingdom,-4,2.55,10.2
C514550,2010-07-05,21781,15754,United Kingdom,-2,14.95,29.9
C514557,2010-07-05,22063,17667,United Kingdom,-2,2.95,5.9
C514560,2010-07-05,21714,14194,United Kingdom,-11,0.65,7.15
C514561,2010-07-05,21279,14426,United Kingdom,-1,2.55,2.55
C514561,2010-07-05,21468,14426,United Kingdom,-1,3.75,3.75
C514561,2010-07-05,22194,14426,United Kingdom,-1,8.5,8.5
C514561,2010-07-05,21527,14426,United Kingdom,-1,7.95,7.95
C514562,2010-07-05,85063,16961,United Kingdom,-1,16.95,16.95
C514602,2010-07-05,22085,12755,Japan,-1,2.95,2.95
C514602,2010-07-05,21202,12755,Japan,-1,1.65,1.65
C514602,2010-07-05,21203,12755,Japan,-1,1.65,1.65
C514602,2010-07-05,21204,12755,Japan,-1,1.65,1.65
C514602,2010-07-05,21207,12755,Japan,-1,1.65,1.65
C514602,2010-07-05,22080,12755,Japan,-1,1.65,1.65
C514602,2010-07-05,22079,12755,Japan,-1,1.65,1.65
C514602,2010-07-05,22081,12755,Japan,-1,1.65,1.65
C514602,2010-07-05,21291,12755,Japan,-1,0.85,0.85
C514602,2010-07-05,21348,12755,Japan,-1,2.95,2.95
C514603,2010-07-05,22231,0,United Kingdom,-3,1.45,4.35
C514603,2010-07-05,22525,0,United Kingdom,-1,1.25,1.25
C514611,2010-07-05,22636,12583,France,-1,8.5,8.5
C514683,2010-07-05,22649,17115,United Kingdom,-1,4.95,4.95
C514684,2010-07-05,21896,17287,United Kingdom,-3,2.1,6.3
C514689,2010-07-05,20972,17307,United Kingdom,-144,1.06,152.64
C514804,2010-07-06,21658,13813,Germany,-1,3.95,3.95
C514804,2010-07-06,47504K,13813,Germany,-5,1.95,9.75
C514804,2010-07-06,22352,13813,Germany,-1,2.55,2.55
C514832,2010-07-06,22167,17867,United Kingdom,-1,9.95,9.95
C514832,2010-07-06,22184,17867,United Kingdom,-1,8.5,8.5
C514833,2010-07-06,21870,14295,United Kingdom,-2,1.25,2.5
C514846,2010-07-06,84992,13027,United Kingdom,-240,0.4,96.0
C514848,2010-07-06,22467,12709,Germany,-2,2.1,4.2
C514848,2010-07-06,85232B,12709,Germany,-3,4.25,12.75
C514848,2010-07-06,22423,12709,Germany,-5,10.95,54.75
C514868,2010-07-07,20765,14748,United Kingdom,-1,3.75,3.75
C514873,2010-07-07,22423,14154,United Kingdom,-16,10.95,175.2
C514937,2010-07-07,82483,15044,United Kingdom,-2,5.95,11.9
C514939,2010-07-07,79323W,14621,United Kingdom,-1,6.75,6.75
C514939,2010-07-07,79323B,14621,United Kingdom,-3,6.75,20.25
C514968,2010-07-07,85066,16554,United Kingdom,-4,12.75,51.0
C514968,2010-07-07,82483,16554,United Kingdom,-1,5.95,5.95
C514968,2010-07-07,21611,16554,United Kingdom,-3,2.95,8.85
C514977,2010-07-07,22501,17841,United Kingdom,-1,9.95,9.95
C514977,2010-07-07,84050,17841,United Kingdom,-1,1.65,1.65
C514977,2010-07-07,85042,17841,United Kingdom,-1,4.95,4.95
C514980,2010-07-07,84762A,14530,United Kingdom,-6,10.75,64.5
C515011,2010-07-07,21541,0,United Kingdom,-15,0.85,12.75
C515011,2010-07-07,21542,0,United Kingdom,-30,0.85,25.5
C515011,2010-07-07,21544,0,United Kingdom,-20,0.85,17.0
C515080,2010-07-08,21318,13877,United Kingdom,-1,1.65,1.65
C515092,2010-07-08,21843,14299,United Kingdom,-6,10.95,65.7
C515092,2010-07-08,22423,14299,United Kingdom,-8,10.95,87.6
C515095,2010-07-08,22302,16570,United Kingdom,-6,2.55,15.3
C515095,2010-07-08,22423,16570,United Kingdom,-1,12.75,12.75
C515095,2010-07-08,22303,16570,United Kingdom,-3,2.55,7.65
C515095,2010-07-08,22460,16570,United Kingdom,-3,1.25,3.75
C515095,2010-07-08,84978,16570,United Kingdom,-15,1.06,15.9
C515103,2010-07-08,15056N,13668,United Kingdom,-4,4.95,19.8
C515103,2010-07-08,21657,13668,United Kingdom,-1,6.95,6.95
C515103,2010-07-08,15056BL,13668,United Kingdom,-5,4.95,24.75
C515105,2010-07-08,22271,18172,United Kingdom,-1,2.95,2.95
C515106,2010-07-08,21630,14527,United Kingdom,-1,8.95,8.95
C515151,2010-07-08,22423,14154,United Kingdom,-2,10.95,21.9
C515153,2010-07-08,85014B,12693,Germany,-3,5.95,17.85
C515155,2010-07-08,22385,13564,United Kingdom,-2,1.95,3.9
C515186,2010-07-09,22423,13802,United Kingdom,-6,10.95,65.7
C515186,2010-07-09,22073,13802,United Kingdom,-1,3.75,3.75
C515250,2010-07-09,21506,17990,United Kingdom,-12,0.42,5.04
C515256,2010-07-09,21360,17531,United Kingdom,-2,9.95,19.9
C515256,2010-07-09,22465,17531,United Kingdom,-3,1.65,4.95
C515258,2010-07-09,22254,13337,United Kingdom,-12,1.25,15.0
C515258,2010-07-09,22255,13337,United Kingdom,-12,0.85,10.2
C515262,2010-07-09,37449,12935,United Kingdom,-1,9.95,9.95
C515262,2010-07-09,22061,12935,United Kingdom,-2,9.95,19.9
C515263,2010-07-09,22637,13192,United Kingdom,-3,2.55,7.65
C515264,2010-07-09,22057,13113,United Kingdom,-4,1.49,5.96
C515264,2010-07-09,22501,13113,United Kingdom,-1,8.5,8.5
C515283,2010-07-09,35241,12576,Poland,-3,4.95,14.85
C515283,2010-07-09,84279P,12576,Poland,-2,3.75,7.5
C515283,2010-07-09,22180,12576,Poland,-1,9.95,9.95
C515299,2010-07-09,84078A,13734,United Kingdom,-85,34.95,2970.75
C515302,2010-07-09,82582,17865,United Kingdom,-36,2.1,75.6
C515306,2010-07-09,22360,13408,United Kingdom,-10,2.95,29.5
C515307,2010-07-09,79323W,13612,United Kingdom,-3,6.75,20.25
C515307,2010-07-09,79323P,13612,United Kingdom,-3,6.75,20.25
C515309,2010-07-09,20914,13093,United Kingdom,-4,2.95,11.8
C515309,2010-07-09,22423,13093,United Kingdom,-16,10.95,175.2
C515325,2010-07-11,37370,15555,United Kingdom,-1,1.25,1.25
C515325,2010-07-11,22383,15555,United Kingdom,-1,1.65,1.65
C515408,2010-07-12,21931,17841,United Kingdom,-1,1.95,1.95
C515410,2010-07-12,22423,18135,United Kingdom,-1,12.75,12.75
C515422,2010-07-12,22061,16883,United Kingdom,-1,9.95,9.95
C515429,2010-07-12,21843,15076,United Kingdom,-1,10.95,10.95
C515430,2010-07-12,22423,14295,United Kingdom,-3,10.95,32.85
C515467,2010-07-12,22138,15650,United Kingdom,-3,4.95,14.85
C515468,2010-07-12,21324,14882,United Kingdom,-48,2.55,122.4
C515468,2010-07-12,84755,14882,United Kingdom,-144,0.55,79.2
C515483,2010-07-13,85123A,13874,United Kingdom,-1,2.95,2.95
C515483,2010-07-13,21733,13874,United Kingdom,-3,2.95,8.85
C515505,2010-07-13,15058B,15039,United Kingdom,-1,7.95,7.95
C515505,2010-07-13,21928,15039,United Kingdom,-1,1.95,1.95
C515570,2010-07-13,22407,17931,United Kingdom,-36,1.06,38.16
C515570,2010-07-13,22406,17931,United Kingdom,-36,1.06,38.16
C515570,2010-07-13,22408,17931,United Kingdom,-36,1.06,38.16
C515596,2010-07-13,21244,15544,United Kingdom,-4,1.69,6.76
C515613,2010-07-13,22215,17145,United Kingdom,-1,8.5,8.5
C515618,2010-07-13,22423,17949,United Kingdom,-18,10.95,197.1
C515623,2010-07-14,22423,12431,Australia,-2,12.75,25.5
C515630,2010-07-14,22061,14045,United Kingdom,-32,8.5,272.0
C515675,2010-07-14,37462B,15527,United Kingdom,-1,0.42,0.42
C515675,2010-07-14,20713,15527,United Kingdom,-1,1.95,1.95
C515676,2010-07-14,22423,15885,United Kingdom,-8,12.75,102.0
C515683,2010-07-14,21932,18226,United Kingdom,-1,2.95,2.95
C515686,2010-07-14,22215,13901,United Kingdom,-2,8.5,17.0
C515686,2010-07-14,84782A,13901,United Kingdom,-1,12.75,12.75
C515689,2010-07-14,21361,17531,United Kingdom,-2,12.75,25.5
C515691,2010-07-14,21213,14634,United Kingdom,-24,0.55,13.2
C515692,2010-07-14,22197,14156,Ireland,-2,0.85,1.7
C515693,2010-07-14,22304,17342,United Kingdom,-2,2.55,5.1
C515693,2010-07-14,22305,17342,United Kingdom,-2,2.55,5.1
C515693,2010-07-14,22644,17342,United Kingdom,-12,1.45,17.4
C515694,2010-07-14,22550,16739,United Kingdom,-1,3.75,3.75
C515695,2010-07-14,22107,18197,United Kingdom,-1,3.75,3.75
C515695,2010-07-14,47480,18197,United Kingdom,-3,1.65,4.95
C515696,2010-07-14,22383,14112,United Kingdom,-1,1.65,1.65
C515696,2010-07-14,21238,14112,United Kingdom,-1,0.85,0.85
C515698,2010-07-14,22138,13021,United Kingdom,-2,4.95,9.9
C515699,2010-07-14,21843,15076,United Kingdom,-1,10.95,10.95
C515700,2010-07-14,20798,16576,United Kingdom,-6,2.1,12.6
C515701,2010-07-14,21232,18217,United Kingdom,-14,1.25,17.5
C515701,2010-07-14,22649,18217,United Kingdom,-1,4.95,4.95
C515767,2010-07-14,40003,15311,United Kingdom,-1,0.95,0.95
C515767,2010-07-14,40001,15311,United Kingdom,-9,0.64,5.76
C515767,2010-07-14,22355,15311,United Kingdom,-1,0.72,0.72
C515767,2010-07-14,79029,15311,United Kingdom,-1,1.65,1.65
C515772,2010-07-14,21561,16161,United Kingdom,-1,2.55,2.55
C515777,2010-07-14,37448,14679,United Kingdom,-1,1.49,1.49
C515777,2010-07-14,37449,14679,United Kingdom,-1,9.95,9.95
C515777,2010-07-14,21232,14679,United Kingdom,-2,1.25,2.5
C515778,2010-07-14,22180,18260,United Kingdom,-1,9.95,9.95
C515779,2010-07-14,22220,14952,United Kingdom,-1,9.95,9.95
C515784,2010-07-14,37370,13872,United Kingdom,-4,1.25,5.0
C515785,2010-07-14,21746,14020,United Kingdom,-1,1.25,1.25
C515785,2010-07-14,22423,14020,United Kingdom,-1,12.75,12.75
C515785,2010-07-14,21217,14020,United Kingdom,-1,9.95,9.95
C515785,2010-07-14,22361,14020,United Kingdom,-4,2.95,11.8
C515786,2010-07-14,21121,13814,Germany,-1,1.25,1.25
C515787,2010-07-14,21205,14621,United Kingdom,-1,2.55,2.55
C515787,2010-07-14,22198,14621,United Kingdom,-1,1.65,1.65
C515787,2010-07-14,22502,14621,United Kingdom,-1,4.25,4.25
C515787,2010-07-14,85170B,14621,United Kingdom,-1,2.1,2.1
C515788,2010-07-14,47590B,14543,United Kingdom,-20,5.45,109.0
C515789,2010-07-14,21217,17644,United Kingdom,-2,9.95,19.9
C515790,2010-07-14,20828,16180,United Kingdom,-1,2.55,2.55
C515790,2010-07-14,37449,16180,United Kingdom,-2,9.95,19.9
C515790,2010-07-14,15036,16180,United Kingdom,-1,0.75,0.75
C515790,2010-07-14,20914,16180,United Kingdom,-1,2.95,2.95
C515790,2010-07-14,21232,16180,United Kingdom,-8,1.25,10.0
C515790,2010-07-14,79323W,16180,United Kingdom,-1,6.75,6.75
C515791,2010-07-14,37495,15077,United Kingdom,-1,1.25,1.25
C515793,2010-07-14,79342B,15941,United Kingdom,-4,5.45,21.8
C515793,2010-07-14,79323P,15941,United Kingdom,-10,5.45,54.5
C515793,2010-07-14,79323G,15941,United Kingdom,-10,5.45,54.5
C515793,2010-07-14,79323B,15941,United Kingdom,-8,5.45,43.6
C515794,2010-07-14,22423,13552,United Kingdom,-2,12.75,25.5
C515794,2010-07-14,22055,13552,United Kingdom,-1,1.65,1.65
C515796,2010-07-14,84031A,16168,United Kingdom,-1,4.65,4.65
C515797,2010-07-14,46000S,16894,United Kingdom,-1,1.45,1.45
C515797,2010-07-14,84907,16894,United Kingdom,-1,7.65,7.65
C515797,2010-07-14,84908A,16894,United Kingdom,-1,6.95,6.95
C515797,2010-07-14,84919,16894,United Kingdom,-1,6.95,6.95
C515797,2010-07-14,21467,16894,United Kingdom,-1,3.75,3.75
C515798,2010-07-14,35004B,13078,United Kingdom,-1,4.65,4.65
C515798,2010-07-14,22461,13078,United Kingdom,-4,10.95,43.8
C515799,2010-07-14,22364,15489,United Kingdom,-3,2.95,8.85
C515799,2010-07-14,22360,15489,United Kingdom,-3,2.95,8.85
C515800,2010-07-14,21843,13468,United Kingdom,-1,10.95,10.95
C515802,2010-07-14,84836,14849,United Kingdom,-2,1.25,2.5
C515802,2010-07-14,22558,14849,United Kingdom,-12,1.25,15.0
C515803,2010-07-14,22244,13484,United Kingdom,-12,1.95,23.4
C515805,2010-07-14,22634,12468,Germany,-1,9.95,9.95
C515806,2010-07-14,22637,16177,United Kingdom,-2,2.55,5.1
C515806,2010-07-14,85063,16177,United Kingdom,-2,16.95,33.9
C515806,2010-07-14,21535,16177,United Kingdom,-4,2.55,10.2
C515807,2010-07-14,22502,13093,United Kingdom,-1,3.75,3.75
C515808,2010-07-14,22605,13304,United Kingdom,-1,10.95,10.95
C515882,2010-07-15,21498,12891,United Kingdom,-50,0.42,21.0
C515921,2010-07-15,22668,15542,United Kingdom,-5,2.95,14.75
C515921,2010-07-15,21880,15542,United Kingdom,-12,0.65,7.8
C515942,2010-07-15,21786,17757,United Kingdom,-48,0.42,20.16
C515950,2010-07-15,21933,16161,United Kingdom,-2,2.95,5.9
C515959,2010-07-16,22464,17531,United Kingdom,-2,1.65,3.3
C515960,2010-07-16,21877,13267,United Kingdom,-1,1.25,1.25
C515960,2010-07-16,22423,13267,United Kingdom,-2,12.75,25.5
C515962,2010-07-16,84676,17412,United Kingdom,-2,2.95,5.9
C515962,2010-07-16,21524,17412,United Kingdom,-1,7.49,7.49
C515963,2010-07-16,21527,13488,United Kingdom,-1,7.95,7.95
C515964,2010-07-16,22138,13047,United Kingdom,-1,4.95,4.95
C515964,2010-07-16,84969,13047,United Kingdom,-1,4.25,4.25
C515964,2010-07-16,21272,13047,United Kingdom,-1,1.25,1.25
C515965,2010-07-16,20798,16576,United Kingdom,-6,2.1,12.6
C515966,2010-07-16,37492B,13059,United Kingdom,-2,4.65,9.3
C515967,2010-07-16,22634,13735,United Kingdom,-2,9.95,19.9
C515968,2010-07-16,84723,14640,United Kingdom,-1,7.95,7.95
C515968,2010-07-16,84613A,14640,United Kingdom,-1,4.65,4.65
C515968,2010-07-16,84614A,14640,United Kingdom,-2,5.95,11.9
C515968,2010-07-16,84946,14640,United Kingdom,-1,1.25,1.25
C515968,2010-07-16,22457,14640,United Kingdom,-1,2.95,2.95
C515970,2010-07-16,21198,14621,United Kingdom,-3,1.65,4.95
C515970,2010-07-16,85170B,14621,United Kingdom,-3,2.1,6.3
C515972,2010-07-16,22199,14156,Ireland,-264,3.75,990.0
C515973,2010-07-16,21232,14911,Ireland,-3,1.25,3.75
C515973,2010-07-16,22423,14911,Ireland,-1,10.95,10.95
C515974,2010-07-16,79323W,13317,United Kingdom,-2,6.75,13.5
C515974,2010-07-16,79323P,13317,United Kingdom,-2,6.75,13.5
C515974,2010-07-16,79323GR,13317,United Kingdom,-3,6.75,20.25
C515974,2010-07-16,79323LP,13317,United Kingdom,-2,6.75,13.5
C515975,2010-07-16,21470,17531,United Kingdom,-1,3.75,3.75
C515976,2010-07-16,85040A,14175,United Kingdom,-4,1.65,6.6
C515976,2010-07-16,21462,14175,United Kingdom,-1,6.75,6.75
C515976,2010-07-16,37503,14175,United Kingdom,-1,10.75,10.75
C515976,2010-07-16,22442,14175,United Kingdom,-2,7.95,15.9
C515976,2010-07-16,21843,14175,United Kingdom,-3,10.95,32.85
C515977,2010-07-16,21868,15125,United Kingdom,-6,1.06,6.36
C515978,2010-07-16,22442,12749,United Kingdom,-1,7.95,7.95
C515978,2010-07-16,22487,12749,United Kingdom,-1,9.95,9.95
C515978,2010-07-16,22485,12749,United Kingdom,-3,12.75,38.25
C515978,2010-07-16,22429,12749,United Kingdom,-1,4.25,4.25
C515979,2010-07-16,21527,17581,United Kingdom,-1,7.95,7.95
C515979,2010-07-16,40018F,17581,United Kingdom,-4,1.95,7.8
C515979,2010-07-16,85042,17581,United Kingdom,-1,4.95,4.95
C515980,2010-07-16,22442,12749,United Kingdom,-1,7.95,7.95
C515981,2010-07-16,22168,13050,United Kingdom,-1,8.5,8.5
C515981,2010-07-16,85047,13050,United Kingdom,-2,6.35,12.7
C515981,2010-07-16,82494L,13050,United Kingdom,-2,2.95,5.9
C515982,2010-07-16,20724,14389,United Kingdom,-4,0.85,3.4
C515982,2010-07-16,20728,14389,United Kingdom,-2,1.65,3.3
