CustomerID,Country,FirstPurchase,LastPurchase,Orders,Revenue,RecencyDays,R,F,M,Segment
13923,United Kingdom,2011-10-17 12:33:00,2011-10-17 12:33:00,1.0,351.13,54.0,3.0,1.0,2.0,Recent / Promising
13924,United Kingdom,2011-09-28 15:07:00,2011-12-08 09:39:00,6.0,1838.85,2.0,4.0,3.0,3.0,Champions
13925,United Kingdom,2011-07-28 12:09:00,2011-09-08 12:47:00,4.0,678.25,93.0,3.0,3.0,2.0,Loyal
13926,United Kingdom,2011-11-16 13:16:00,2011-11-16 13:16:00,1.0,223.85,23.0,4.0,1.0,1.0,Recent / Promising
13927,United Kingdom,2010-09-28 16:12:00,2011-09-26 12:00:00,2.0,708.26,75.0,3.0,2.0,2.0,Recent / Promising
13928,United Kingdom,2011-07-29 15:59:00,2011-11-29 10:33:00,4.0,464.57,11.0,4.0,3.0,2.0,Loyal
13929,United Kingdom,2010-01-14 07:25:00,2011-06-23 15:26:00,11.0,3494.1,169.0,2.0,4.0,4.0,Loyal
13930,United Kingdom,2011-07-26 11:00:00,2011-10-13 09:45:00,2.0,337.34,58.0,3.0,2.0,1.0,Recent / Promising
13931,United Kingdom,2009-12-03 10:26:00,2011-09-05 10:12:00,11.0,5257.38,96.0,2.0,4.0,4.0,Loyal
13932,United Kingdom,2011-02-18 12:02:00,2011-02-18 12:02:00,1.0,307.4,295.0,2.0,1.0,1.0,Hibernating
13933,United Kingdom,2011-07-14 13:35:00,2011-08-22 14:03:00,2.0,608.79,109.0,2.0,2.0,2.0,Hibernating
13934,United Kingdom,2011-03-21 08:39:00,2011-03-21 08:39:00,1.0,922.1,264.0,2.0,1.0,3.0,Hibernating
13935,United Kingdom,2010-02-25 16:01:00,2010-04-22 11:21:00,3.0,6116.92,597.0,1.0,2.0,4.0,At Risk
13936,United Kingdom,2010-10-21 14:21:00,2011-06-13 08:47:00,3.0,939.66,180.0,2.0,2.0,3.0,Hibernating
13937,United Kingdom,2010-11-02 12:37:00,2011-06-23 16:35:00,2.0,880.13,169.0,2.0,2.0,3.0,Hibernating
13938,United Kingdom,2011-11-04 14:37:00,2011-11-04 14:37:00,1.0,71.66,35.0,3.0,1.0,1.0,Recent / Promising
13939,United Kingdom,2010-04-06 12:43:00,2011-11-16 13:33:00,7.0,1560.96,23.0,4.0,4.0,3.0,Champions
13940,United Kingdom,2011-07-18 16:05:00,2011-11-22 15:15:00,4.0,839.14,17.0,4.0,3.0,2.0,Loyal
13941,United Kingdom,2009-12-16 16:10:00,2011-11-18 09:43:00,15.0,10027.18,22.0,4.0,4.0,4.0,Champions
13942,United Kingdom,2010-06-23 12:35:00,2010-06-23 12:35:00,1.0,320.0,535.0,1.0,1.0,1.0,Hibernating
13943,United Kingdom,2010-05-11 11:30:00,2010-05-11 11:30:00,1.0,246.54,578.0,1.0,1.0,1.0,Hibernating
13944,United Kingdom,2010-02-24 15:02:00,2010-02-24 15:02:00,1.0,200.43,653.0,1.0,1.0,1.0,Hibernating
13945,United Kingdom,2010-08-17 09:59:00,2010-11-10 10:00:00,2.0,854.15,395.0,1.0,2.0,2.0,At Risk
13946,United Kingdom,2009-12-04 11:07:00,2011-09-21 13:33:00,6.0,1876.23,79.0,3.0,3.0,3.0,Champions
13947,United Kingdom,2011-10-05 14:42:00,2011-10-05 14:42:00,1.0,90.6,65.0,3.0,1.0,1.0,Recent / Promising
13948,United Kingdom,2009-12-04 12:14:00,2010-12-14 10:18:00,4.0,548.76,361.0,2.0,3.0,2.0,Loyal
13949,United Kingdom,2011-09-06 11:55:00,2011-12-07 09:35:00,6.0,2427.32,3.0,4.0,3.0,4.0,Champions
13950,United Kingdom,2011-04-07 11:29:00,2011-11-28 14:44:00,4.0,745.06,11.0,4.0,3.0,2.0,Loyal
13951,United Kingdom,2011-02-18 15:21:00,2011-06-16 16:43:00,3.0,674.45,176.0,2.0,2.0,2.0,Hibernating
13952,United Kingdom,2009-12-16 09:41:00,2011-05-06 09:00:00,14.0,12823.52,218.0,2.0,4.0,4.0,Loyal
13953,United Kingdom,2009-12-11 12:58:00,2011-12-02 16:04:00,12.0,6640.68,7.0,4.0,4.0,4.0,Champions
13954,United Kingdom,2011-09-30 10:52:00,2011-12-08 12:50:00,2.0,439.92,2.0,4.0,2.0,2.0,Recent / Promising
13955,United Kingdom,2010-11-29 17:35:00,2011-07-08 17:19:00,3.0,544.07,154.0,2.0,2.0,2.0,Hibernating
13956,United Kingdom,2011-03-13 12:51:00,2011-12-04 13:20:00,5.0,1019.27,5.0,4.0,3.0,3.0,Champions
13957,United Kingdom,2010-02-19 10:32:00,2010-10-18 10:02:00,3.0,458.25,418.0,1.0,2.0,2.0,At Risk
13958,United Kingdom,2009-12-05 13:12:00,2010-11-25 10:11:00,8.0,4709.23,380.0,1.0,4.0,4.0,Loyal
13959,United Kingdom,2010-07-16 15:11:00,2011-09-21 15:06:00,6.0,1064.77,79.0,3.0,3.0,3.0,Champions
13960,United Kingdom,2011-09-29 12:39:00,2011-11-18 15:27:00,2.0,230.22,21.0,4.0,2.0,1.0,Recent / Promising
13961,United Kingdom,2010-11-12 14:40:00,2010-11-12 14:40:00,1.0,538.4,392.0,1.0,1.0,2.0,Hibernating
13962,United Kingdom,2010-09-30 10:35:00,2011-11-18 08:47:00,3.0,362.8,22.0,4.0,2.0,2.0,Recent / Promising
13963,United Kingdom,2010-04-21 16:20:00,2011-02-04 14:43:00,17.0,2860.57,308.0,2.0,4.0,4.0,Loyal
13964,United Kingdom,2010-10-05 12:38:00,2010-11-17 13:53:00,2.0,438.9,387.0,1.0,2.0,2.0,At Risk
13965,United Kingdom,2010-01-05 15:21:00,2010-08-20 10:40:00,3.0,996.61,477.0,1.0,2.0,3.0,At Risk
13966,United Kingdom,2010-09-30 13:08:00,2010-09-30 13:08:00,1.0,384.26,435.0,1.0,1.0,2.0,Hibernating
13967,United Kingdom,2010-11-08 13:24:00,2011-07-17 12:02:00,2.0,166.3,146.0,2.0,2.0,1.0,Hibernating
13968,United Kingdom,2010-10-12 13:22:00,2010-10-12 13:22:00,1.0,123.66,423.0,1.0,1.0,1.0,Hibernating
13969,United Kingdom,2010-03-25 13:15:00,2011-12-02 15:11:00,35.0,12973.46,7.0,4.0,4.0,4.0,Champions
13970,United Kingdom,2010-09-28 11:53:00,2010-11-18 13:21:00,2.0,846.55,386.0,1.0,2.0,2.0,At Risk
13971,United Kingdom,2010-01-26 09:51:00,2011-11-21 12:06:00,14.0,4667.57,19.0,4.0,4.0,4.0,Champions
13972,United Kingdom,2011-05-22 11:34:00,2011-09-30 11:54:00,2.0,190.25,71.0,3.0,2.0,1.0,Recent / Promising
13973,United Kingdom,2011-02-25 15:21:00,2011-02-25 15:21:00,1.0,264.7,287.0,2.0,1.0,1.0,Hibernating
13974,United Kingdom,2010-05-06 17:55:00,2011-10-21 14:41:00,2.0,677.72,49.0,3.0,2.0,2.0,Recent / Promising
13975,United Kingdom,2010-02-02 13:13:00,2011-11-08 13:19:00,12.0,5256.4,31.0,3.0,4.0,4.0,Champions
13976,United Kingdom,2010-02-09 13:08:00,2011-05-17 09:13:00,4.0,1192.36,207.0,2.0,3.0,3.0,Loyal
13977,United Kingdom,2010-10-24 14:08:00,2010-10-24 14:08:00,1.0,519.81,411.0,1.0,1.0,2.0,Hibernating
13978,United Kingdom,2011-10-25 15:04:00,2011-11-25 11:36:00,2.0,196.79,15.0,4.0,2.0,1.0,Recent / Promising
13979,United Kingdom,2009-12-03 10:02:00,2011-09-27 13:32:00,7.0,3373.63,73.0,3.0,4.0,4.0,Champions
13980,United Kingdom,2010-02-21 14:18:00,2011-10-10 13:34:00,5.0,768.82,60.0,3.0,3.0,2.0,Loyal
13981,United Kingdom,2010-10-20 10:03:00,2010-10-20 10:03:00,1.0,331.14,416.0,1.0,1.0,1.0,Hibernating
13982,United Kingdom,2010-01-20 14:04:00,2011-10-31 16:24:00,9.0,3954.29,39.0,3.0,4.0,4.0,Champions
13983,United Kingdom,2009-12-09 13:53:00,2011-11-10 11:06:00,21.0,6753.89,30.0,3.0,4.0,4.0,Champions
13984,United Kingdom,2009-12-07 11:51:00,2011-11-13 12:38:00,12.0,1893.8,27.0,3.0,4.0,3.0,Champions
13985,United Kingdom,2010-02-09 13:56:00,2011-12-05 17:06:00,22.0,10020.86,4.0,4.0,4.0,4.0,Champions
13986,United Kingdom,2011-11-22 15:00:00,2011-11-22 15:00:00,1.0,320.46,17.0,4.0,1.0,1.0,Recent / Promising
13987,United Kingdom,2010-11-04 09:54:00,2010-11-25 10:20:00,2.0,682.54,380.0,1.0,2.0,2.0,At Risk
13988,United Kingdom,2010-03-24 11:05:00,2011-11-20 10:15:00,8.0,4757.8,20.0,4.0,4.0,4.0,Champions
13989,United Kingdom,2010-05-25 12:13:00,2011-10-05 09:47:00,5.0,2026.06,66.0,3.0,3.0,3.0,Champions
13990,United Kingdom,2011-05-10 15:19:00,2011-05-10 15:19:00,1.0,311.3,213.0,2.0,1.0,1.0,Hibernating
13991,United Kingdom,2011-07-19 12:58:00,2011-11-27 16:18:00,6.0,851.88,12.0,4.0,3.0,2.0,Loyal
13992,United Kingdom,2010-09-02 17:04:00,2011-11-09 15:23:00,3.0,219.5,30.0,3.0,2.0,1.0,Recent / Promising
13993,United Kingdom,2009-12-03 11:57:00,2011-10-28 09:06:00,19.0,6775.71,43.0,3.0,4.0,4.0,Champions
13994,United Kingdom,2011-07-14 18:28:00,2011-12-06 11:05:00,6.0,2274.14,4.0,4.0,3.0,4.0,Champions
13995,United Kingdom,2009-12-18 12:43:00,2011-11-24 14:22:00,14.0,3902.01,15.0,4.0,4.0,4.0,Champions
13996,United Kingdom,2010-11-05 15:07:00,2010-11-18 16:27:00,2.0,845.76,386.0,1.0,2.0,2.0,At Risk
13997,United Kingdom,2010-06-07 17:33:00,2010-07-08 18:06:00,3.0,376.46,519.0,1.0,2.0,2.0,At Risk
13998,United Kingdom,2010-05-12 13:18:00,2010-09-19 10:20:00,3.0,566.7,447.0,1.0,2.0,2.0,At Risk
13999,United Kingdom,2009-12-05 12:42:00,2011-11-29 13:40:00,29.0,9502.26,10.0,4.0,4.0,4.0,Champions
14000,United Kingdom,2009-12-02 09:50:00,2011-05-12 16:50:00,5.0,2046.34,211.0,2.0,3.0,3.0,Loyal
14001,United Kingdom,2010-08-03 12:49:00,2011-10-25 10:31:00,9.0,4228.85,46.0,3.0,4.0,4.0,Champions
14002,United Kingdom,2011-07-06 14:59:00,2011-07-28 15:55:00,2.0,529.73,134.0,2.0,2.0,2.0,Hibernating
14003,United Kingdom,2009-12-07 08:53:00,2009-12-07 08:53:00,1.0,209.41,733.0,1.0,1.0,1.0,Hibernating
14004,United Kingdom,2010-09-30 09:39:00,2011-10-27 14:40:00,11.0,6258.45,43.0,3.0,4.0,4.0,Champions
14005,United Kingdom,2011-05-08 10:33:00,2011-11-30 12:41:00,5.0,2874.72,10.0,4.0,3.0,4.0,Champions
14006,United Kingdom,2010-02-25 09:45:00,2011-08-16 09:39:00,7.0,2196.67,116.0,2.0,4.0,3.0,Loyal
14007,United Kingdom,2010-07-15 09:06:00,2010-07-15 09:06:00,1.0,79.48,513.0,1.0,1.0,1.0,Hibernating
14008,United Kingdom,2010-10-03 13:09:00,2010-10-03 13:09:00,1.0,509.04,432.0,1.0,1.0,2.0,Hibernating
14009,United Kingdom,2010-09-03 12:08:00,2011-05-25 15:47:00,3.0,1099.91,198.0,2.0,2.0,3.0,Hibernating
14010,United Kingdom,2010-05-23 12:46:00,2010-05-23 13:00:00,2.0,445.15,565.0,1.0,2.0,2.0,At Risk
14011,United Kingdom,2010-04-11 13:40:00,2010-08-16 15:31:00,2.0,457.82,480.0,1.0,2.0,2.0,At Risk
14012,United Kingdom,2011-03-07 12:26:00,2011-03-07 12:26:00,1.0,328.8,278.0,2.0,1.0,1.0,Hibernating
14013,United Kingdom,2010-03-26 10:02:00,2011-08-21 15:01:00,5.0,1084.57,110.0,2.0,3.0,3.0,Loyal
14014,United Kingdom,2010-05-12 09:04:00,2011-09-23 13:18:00,3.0,1948.21,77.0,3.0,2.0,3.0,Recent / Promising
14015,United Kingdom,2011-10-18 10:02:00,2011-10-18 10:02:00,1.0,917.34,53.0,3.0,1.0,3.0,Recent / Promising
14016,Ireland,2010-01-08 14:12:00,2011-07-01 11:29:00,11.0,11303.41,162.0,2.0,4.0,4.0,Loyal
14017,United Kingdom,2010-05-17 14:52:00,2010-05-17 14:52:00,1.0,229.75,571.0,1.0,1.0,1.0,Hibernating
14018,United Kingdom,2010-03-04 14:23:00,2010-03-04 14:23:00,1.0,367.15,645.0,1.0,1.0,2.0,Hibernating
14019,United Kingdom,2011-07-24 15:39:00,2011-10-24 10:13:00,3.0,1421.61,47.0,3.0,2.0,3.0,Recent / Promising
14020,United Kingdom,2010-06-28 15:29:00,2011-11-23 09:22:00,4.0,1249.01,17.0,4.0,3.0,3.0,Champions
14021,United Kingdom,2010-04-26 11:22:00,2011-07-07 15:46:00,7.0,1716.58,155.0,2.0,4.0,3.0,Loyal
14022,United Kingdom,2010-08-10 09:38:00,2011-04-28 14:39:00,2.0,792.15,225.0,2.0,2.0,2.0,Hibernating
14023,United Kingdom,2011-04-03 15:50:00,2011-12-02 13:58:00,2.0,584.07,7.0,4.0,2.0,2.0,Recent / Promising
14024,United Kingdom,2010-11-14 10:51:00,2011-08-10 11:30:00,3.0,645.74,122.0,2.0,2.0,2.0,Hibernating
14025,United Kingdom,2010-05-05 09:56:00,2010-09-01 10:11:00,8.0,4057.9,465.0,1.0,4.0,4.0,Loyal
14026,United Kingdom,2010-03-24 14:10:00,2010-08-26 10:31:00,2.0,713.11,471.0,1.0,2.0,2.0,At Risk
14027,United Kingdom,2011-10-10 09:01:00,2011-10-10 09:01:00,1.0,104.82,61.0,3.0,1.0,1.0,Recent / Promising
14028,United Kingdom,2010-06-07 12:02:00,2010-06-07 13:33:00,3.0,10396.5,550.0,1.0,2.0,4.0,At Risk
14029,United Kingdom,2011-07-18 16:57:00,2011-10-07 14:46:00,2.0,467.66,63.0,3.0,2.0,2.0,Recent / Promising
14030,United Kingdom,2009-12-10 17:27:00,2011-11-21 16:48:00,20.0,7521.8,18.0,4.0,4.0,4.0,Champions
14031,United Kingdom,2009-12-03 15:35:00,2011-12-02 17:13:00,44.0,39019.51,7.0,4.0,4.0,4.0,Champions
14032,United Kingdom,2009-12-14 12:02:00,2011-12-07 15:23:00,16.0,4546.41,2.0,4.0,4.0,4.0,Champions
14033,United Kingdom,2010-06-02 15:10:00,2010-06-02 15:10:00,1.0,109.44,555.0,1.0,1.0,1.0,Hibernating
14034,United Kingdom,2011-07-05 13:06:00,2011-11-17 14:02:00,3.0,648.89,22.0,4.0,2.0,2.0,Recent / Promising
14035,United Kingdom,2010-04-06 12:39:00,2011-11-11 10:03:00,9.0,2794.75,29.0,3.0,4.0,4.0,Champions
14036,United Kingdom,2011-02-28 09:26:00,2011-02-28 09:26:00,1.0,626.65,285.0,2.0,1.0,2.0,Hibernating
14037,United Kingdom,2009-12-07 11:39:00,2011-06-16 13:57:00,6.0,836.95,176.0,2.0,3.0,2.0,Loyal
14038,United Kingdom,2010-02-04 08:56:00,2011-09-22 13:37:00,5.0,3069.88,78.0,3.0,3.0,4.0,Champions
14039,United Kingdom,2010-05-13 10:15:00,2011-11-06 13:48:00,2.0,267.28,33.0,3.0,2.0,1.0,Recent / Promising
14040,United Kingdom,2009-12-01 12:14:00,2011-10-30 12:42:00,35.0,12523.81,41.0,3.0,4.0,4.0,Champions
14041,United Kingdom,2011-03-18 13:25:00,2011-03-18 13:25:00,1.0,141.41,266.0,2.0,1.0,1.0,Hibernating
14042,United Kingdom,2009-12-14 15:07:00,2009-12-14 15:07:00,1.0,431.98,725.0,1.0,1.0,2.0,Hibernating
14043,United Kingdom,2009-12-10 15:56:00,2010-08-05 18:18:00,2.0,302.6,491.0,1.0,2.0,1.0,At Risk
14044,United Kingdom,2010-01-24 15:14:00,2011-11-13 12:05:00,10.0,3073.95,27.0,3.0,4.0,4.0,Champions
14045,United Kingdom,2010-01-08 10:08:00,2011-08-22 15:27:00,16.0,10986.63,109.0,2.0,4.0,4.0,Loyal
14046,United Kingdom,2011-02-28 14:48:00,2011-02-28 14:48:00,1.0,151.59,284.0,2.0,1.0,1.0,Hibernating
14047,United Kingdom,2010-02-01 10:05:00,2011-12-01 11:43:00,14.0,3968.11,9.0,4.0,4.0,4.0,Champions
14048,United Kingdom,2010-11-22 14:08:00,2011-02-07 14:53:00,3.0,748.69,305.0,2.0,2.0,2.0,Hibernating
14049,United Kingdom,2010-04-01 14:52:00,2011-11-23 12:20:00,13.0,13023.4,17.0,4.0,4.0,4.0,Champions
14050,United Kingdom,2011-08-25 13:46:00,2011-11-08 10:00:00,2.0,746.36,32.0,3.0,2.0,2.0,Recent / Promising
14051,United Kingdom,2009-12-03 11:53:00,2011-12-09 10:20:00,37.0,21770.98,1.0,4.0,4.0,4.0,Champions
14052,United Kingdom,2010-11-14 11:37:00,2011-11-20 12:30:00,2.0,466.66,20.0,4.0,2.0,2.0,Recent / Promising
14053,United Kingdom,2010-08-10 11:02:00,2011-08-07 14:27:00,4.0,572.3,124.0,2.0,3.0,2.0,Loyal
14054,United Kingdom,2011-10-05 15:49:00,2011-10-05 15:49:00,1.0,92.46,65.0,3.0,1.0,1.0,Recent / Promising
14055,United Kingdom,2009-12-16 15:11:00,2011-08-25 15:04:00,3.0,1520.96,106.0,2.0,2.0,3.0,Hibernating
14056,United Kingdom,2011-02-28 15:19:00,2011-12-08 13:36:00,23.0,8152.71,1.0,4.0,4.0,4.0,Champions
14057,United Kingdom,2009-12-03 13:17:00,2011-11-16 10:32:00,22.0,8346.66,24.0,4.0,4.0,4.0,Champions
14058,United Kingdom,2010-06-27 11:29:00,2010-09-03 09:31:00,2.0,469.19,463.0,1.0,2.0,2.0,At Risk
14059,United Kingdom,2011-03-18 10:06:00,2011-03-18 10:06:00,1.0,183.6,267.0,2.0,1.0,1.0,Hibernating
14060,United Kingdom,2010-03-11 09:47:00,2011-12-05 12:29:00,30.0,8898.24,5.0,4.0,4.0,4.0,Champions
14061,United Kingdom,2009-12-01 18:03:00,2010-07-20 17:22:00,3.0,917.43,507.0,1.0,2.0,3.0,At Risk
14062,United Kingdom,2009-12-10 14:28:00,2011-11-30 10:04:00,24.0,25585.65,10.0,4.0,4.0,4.0,Champions
14063,United Kingdom,2009-12-08 13:46:00,2010-01-22 11:28:00,7.0,9471.5,687.0,1.0,4.0,4.0,Loyal
14064,United Kingdom,2010-01-21 13:22:00,2011-11-10 13:14:00,15.0,3260.24,29.0,3.0,4.0,4.0,Champions
14065,United Kingdom,2010-10-04 12:03:00,2010-11-15 16:13:00,3.0,891.02,389.0,1.0,2.0,3.0,At Risk
14066,United Kingdom,2011-03-18 12:21:00,2011-03-18 12:21:00,1.0,152.55,267.0,2.0,1.0,1.0,Hibernating
14067,United Kingdom,2011-09-04 12:00:00,2011-10-07 10:21:00,2.0,374.7,64.0,3.0,2.0,2.0,Recent / Promising
14068,United Kingdom,2010-01-31 10:10:00,2011-01-23 16:02:00,4.0,1516.72,320.0,2.0,3.0,3.0,Loyal
14069,United Kingdom,2010-05-27 12:30:00,2010-07-13 12:12:00,2.0,225.81,515.0,1.0,2.0,1.0,At Risk
14070,United Kingdom,2010-01-24 12:27:00,2010-01-24 12:27:00,1.0,321.6,685.0,1.0,1.0,1.0,Hibernating
14071,United Kingdom,2011-03-20 11:33:00,2011-12-06 12:27:00,8.0,1422.75,4.0,4.0,4.0,3.0,Champions
14072,United Kingdom,2010-02-11 12:31:00,2010-02-11 12:31:00,1.0,390.85,667.0,1.0,1.0,2.0,Hibernating
14073,United Kingdom,2011-11-07 15:49:00,2011-11-07 15:49:00,1.0,151.04,32.0,3.0,1.0,1.0,Recent / Promising
14074,United Kingdom,2010-03-26 13:55:00,2010-03-26 13:55:00,1.0,219.4,623.0,1.0,1.0,1.0,Hibernating
14075,United Kingdom,2010-08-26 13:42:00,2011-12-05 08:38:00,5.0,1724.87,5.0,4.0,3.0,3.0,Champions
14076,United Kingdom,2011-08-02 15:19:00,2011-08-02 15:19:00,1.0,118.67,129.0,2.0,1.0,1.0,Hibernating
14077,United Kingdom,2010-11-09 16:01:00,2011-10-30 12:35:00,6.0,615.08,41.0,3.0,3.0,2.0,Loyal
14078,United Kingdom,2010-03-28 15:05:00,2011-08-30 12:16:00,9.0,1551.82,102.0,2.0,4.0,3.0,Loyal
14079,United Kingdom,2011-08-07 12:10:00,2011-08-07 12:10:00,1.0,375.1,125.0,2.0,1.0,2.0,Hibernating
14080,United Kingdom,2009-12-02 15:01:00,2011-11-07 11:09:00,5.0,1115.68,33.0,3.0,3.0,3.0,Champions
14081,United Kingdom,2009-12-10 18:27:00,2011-02-10 16:17:00,10.0,4867.57,302.0,2.0,4.0,4.0,Loyal
14082,United Kingdom,2010-11-12 11:47:00,2010-12-10 11:02:00,2.0,413.36,365.0,2.0,2.0,2.0,Hibernating
14083,United Kingdom,2009-12-18 11:34:00,2011-12-05 13:14:00,11.0,1082.19,4.0,4.0,4.0,3.0,Champions
14084,United Kingdom,2010-07-15 14:36:00,2010-07-15 14:36:00,1.0,150.5,512.0,1.0,1.0,1.0,Hibernating
14085,United Kingdom,2009-12-08 13:41:00,2011-12-07 13:46:00,32.0,9705.67,2.0,4.0,4.0,4.0,Champions
14086,United Kingdom,2010-09-03 10:52:00,2010-09-03 10:52:00,1.0,39.95,463.0,1.0,1.0,1.0,Hibernating
14087,United Kingdom,2009-12-04 15:27:00,2011-12-07 12:41:00,3.0,829.47,3.0,4.0,2.0,2.0,Recent / Promising
14088,United Kingdom,2010-10-14 19:46:00,2011-11-29 16:16:00,16.0,64036.8,10.0,4.0,4.0,4.0,Champions
14089,United Kingdom,2011-10-14 10:38:00,2011-10-14 10:38:00,1.0,158.75,57.0,3.0,1.0,1.0,Recent / Promising
14090,United Kingdom,2011-01-19 10:51:00,2011-01-19 10:51:00,1.0,76.32,325.0,2.0,1.0,1.0,Hibernating
14091,United Kingdom,2010-01-10 13:41:00,2010-02-23 15:17:00,2.0,9530.08,654.0,1.0,2.0,4.0,At Risk
14092,United Kingdom,2009-12-16 16:24:00,2011-12-02 12:13:00,24.0,7229.45,8.0,4.0,4.0,4.0,Champions
14093,United Kingdom,2011-11-27 16:27:00,2011-11-27 16:27:00,1.0,433.86,12.0,4.0,1.0,2.0,Recent / Promising
14094,United Kingdom,2010-09-26 11:58:00,2010-09-26 11:58:00,1.0,311.77,440.0,1.0,1.0,1.0,Hibernating
14095,United Kingdom,2009-12-17 12:49:00,2009-12-17 12:49:00,1.0,2.95,723.0,1.0,1.0,1.0,Hibernating
14096,United Kingdom,2011-08-30 10:49:00,2011-12-05 17:17:00,17.0,53258.43,4.0,4.0,4.0,4.0,Champions
14097,United Kingdom,2010-03-04 10:46:00,2010-08-15 14:20:00,2.0,422.86,481.0,1.0,2.0,2.0,At Risk
14098,United Kingdom,2011-11-03 10:13:00,2011-11-03 10:13:00,1.0,147.35,37.0,3.0,1.0,1.0,Recent / Promising
14099,United Kingdom,2009-12-10 11:55:00,2011-11-23 13:53:00,20.0,5750.91,16.0,4.0,4.0,4.0,Champions
14100,United Kingdom,2011-07-25 11:01:00,2011-07-25 11:01:00,1.0,191.95,138.0,2.0,1.0,1.0,Hibernating
14101,United Kingdom,2010-03-28 13:36:00,2011-09-27 12:28:00,13.0,9961.93,74.0,3.0,4.0,4.0,Champions
14102,United Kingdom,2011-10-26 12:46:00,2011-12-04 15:38:00,5.0,1105.88,5.0,4.0,3.0,3.0,Champions
14104,United Kingdom,2010-05-28 16:11:00,2011-07-08 12:50:00,5.0,740.53,155.0,2.0,3.0,2.0,Loyal
14105,United Kingdom,2009-12-18 16:57:00,2011-04-14 17:58:00,5.0,5988.83,239.0,2.0,3.0,4.0,Loyal
14106,United Kingdom,2009-12-02 14:09:00,2009-12-02 14:09:00,1.0,214.8,737.0,1.0,1.0,1.0,Hibernating
14107,United Kingdom,2009-12-09 14:20:00,2011-10-19 12:12:00,11.0,4877.3,52.0,3.0,4.0,4.0,Champions
14108,United Kingdom,2009-12-01 18:07:00,2011-11-09 10:41:00,4.0,1044.96,31.0,3.0,3.0,3.0,Champions
14109,United Kingdom,2011-09-28 10:18:00,2011-09-28 10:18:00,1.0,144.2,73.0,3.0,1.0,1.0,Recent / Promising
14110,United Kingdom,2009-12-01 09:50:00,2011-12-06 12:26:00,33.0,12987.95,4.0,4.0,4.0,4.0,Champions
14111,United Kingdom,2011-04-12 11:36:00,2011-11-25 13:44:00,4.0,692.85,14.0,4.0,3.0,2.0,Loyal
14112,United Kingdom,2010-02-23 14:16:00,2011-11-17 12:30:00,13.0,5834.59,23.0,4.0,4.0,4.0,Champions
14113,United Kingdom,2009-12-08 07:42:00,2011-12-06 12:18:00,16.0,7092.61,4.0,4.0,4.0,4.0,Champions
14114,United Kingdom,2010-04-12 11:07:00,2011-03-11 09:42:00,7.0,1364.09,274.0,2.0,4.0,3.0,Loyal
14115,United Kingdom,2010-02-11 11:44:00,2010-07-26 12:36:00,2.0,622.67,502.0,1.0,2.0,2.0,At Risk
14116,United Kingdom,2011-08-10 12:44:00,2011-11-20 10:29:00,5.0,1382.74,20.0,4.0,3.0,3.0,Champions
14117,United Kingdom,2011-07-19 09:49:00,2011-07-19 09:49:00,1.0,90.0,144.0,2.0,1.0,1.0,Hibernating
14118,United Kingdom,2010-10-07 11:59:00,2010-10-07 11:59:00,1.0,458.45,429.0,1.0,1.0,2.0,Hibernating
14119,United Kingdom,2009-12-21 14:52:00,2010-11-29 10:33:00,2.0,183.37,376.0,2.0,2.0,1.0,Hibernating
14121,United Kingdom,2011-10-11 10:39:00,2011-12-06 12:19:00,4.0,2780.15,4.0,4.0,3.0,4.0,Champions
14122,United Kingdom,2009-12-02 14:22:00,2010-10-29 15:11:00,3.0,362.42,406.0,1.0,2.0,2.0,At Risk
14123,United Kingdom,2009-12-06 15:35:00,2009-12-06 15:35:00,1.0,436.18,733.0,1.0,1.0,2.0,Hibernating
14124,United Kingdom,2011-09-16 13:32:00,2011-09-16 13:32:00,1.0,419.58,84.0,3.0,1.0,2.0,Recent / Promising
14125,United Kingdom,2011-09-22 15:40:00,2011-11-29 12:47:00,3.0,2720.63,11.0,4.0,2.0,4.0,Recent / Promising
14126,United Kingdom,2010-09-21 14:51:00,2011-12-02 11:45:00,4.0,1172.46,8.0,4.0,3.0,3.0,Champions
14127,United Kingdom,2010-10-10 11:53:00,2011-08-09 10:49:00,6.0,1900.08,123.0,2.0,3.0,3.0,Loyal
14128,United Kingdom,2010-06-06 14:05:00,2011-10-10 12:00:00,3.0,924.21,61.0,3.0,2.0,3.0,Recent / Promising
14129,United Kingdom,2010-05-09 14:54:00,2011-12-08 11:02:00,9.0,2591.34,2.0,4.0,4.0,4.0,Champions
14130,United Kingdom,2009-12-11 16:33:00,2011-01-24 16:05:00,4.0,1858.77,319.0,2.0,3.0,3.0,Loyal
14131,United Kingdom,2010-03-01 11:59:00,2010-03-01 11:59:00,1.0,168.22,649.0,1.0,1.0,1.0,Hibernating
14132,United Kingdom,2011-06-09 12:04:00,2011-12-07 13:35:00,11.0,3586.03,2.0,4.0,4.0,4.0,Champions
14133,United Kingdom,2009-12-06 12:10:00,2011-08-02 11:34:00,4.0,911.14,130.0,2.0,3.0,3.0,Loyal
14134,United Kingdom,2009-12-10 09:25:00,2010-11-22 12:26:00,15.0,11123.35,383.0,1.0,4.0,4.0,Loyal
14135,United Kingdom,2009-12-02 08:58:00,2011-12-08 11:38:00,24.0,8839.67,2.0,4.0,4.0,4.0,Champions
